symbol,name,category,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,A+B+C+D+E,外資+投信
1786,科妍,"['製藥', '製藥:中、西藥製劑', '製藥:原材料', '醫療器材', '醫療器材:醫療耗材']",8.0,4.0,2.0,3.0,9.0,6.0,2.0,2.0,2.0,10.0,8.0,10.0,7.0,10.0,7.0,7.0,8.0,5.0,2.0,3.0,6.0,39.0,9.0
1788,杏昌,"['製藥', '製藥:藥品代理銷售及通路', '醫療器材', '醫療器材:醫療器材代理', '食品生技', '食品生技:保健食品代理銷售及通路']",9.0,2.0,4.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,9.0,8.0,無資料,無資料,6.0,6.0,36.0,12.0
1789,神隆,"['製藥', '製藥:中藥材、西藥原料藥']",4.0,10.0,7.0,6.0,5.0,8.0,6.0,6.0,6.0,8.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,無資料,無資料,9.0,6.0,20.0,15.0
1795,美時,"['製藥', '製藥:中、西藥製劑', '食品生技', '食品生技:保健食品代理銷售及通路', '食品生技:加工製成品']",10.0,8.0,8.0,9.0,7.0,9.0,9.0,9.0,9.0,10.0,3.0,10.0,3.0,10.0,4.0,10.0,4.0,無資料,無資料,1.0,10.0,21.0,11.0
1796,金穎生技,"['食品生技', '食品生技:保健食品代理銷售及通路', '食品生技:加工製成品', '食品生技:原料']",8.0,2.0,3.0,3.0,7.0,6.0,3.0,2.0,3.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,無資料,無資料,4.0,6.0,40.0,10.0
1799,易威,"['製藥', '製藥:中、西藥製劑', '醫療器材', '醫療器材:體溫計、血壓計']",6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,1.0,4.0,1.0,4.0,2.0,8.0,無資料,無資料,4.0,6.0,26.0,10.0
1802,台玻,"['印刷電路板', '印刷電路板:玻璃纖維_玻纖布', '建材營造', '建材營造:建材原料']",3.0,10.0,10.0,10.0,7.0,4.0,10.0,10.0,10.0,3.0,10.0,4.0,9.0,4.0,9.0,3.0,2.0,無資料,無資料,10.0,6.0,37.0,16.0
1805,寶徠,"['建材營造', '建材營造:建設業']",2.0,4.0,8.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,2.0,9.0,3.0,3.0,2.0,5.0,4.0,6.0,26.0,10.0
1806,冠軍,"['建材營造', '建材營造:建材原料']",1.0,9.0,5.0,6.0,8.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,9.0,5.0,6.0,4.0,8.0,無資料,無資料,10.0,6.0,39.0,16.0
1808,潤隆,"['建材營造', '建材營造:建設業']",9.0,9.0,10.0,9.0,10.0,1.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,無資料,無資料,1.0,10.0,41.0,11.0
1809,中釉,"['LED照明產業', 'LED照明產業:封裝_模組', '建材營造', '建材營造:個人、民間企業、政府機構', '建材營造:建材原料']",2.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,無資料,無資料,10.0,6.0,13.0,16.0
1810,和成,"['建材營造', '建材營造:建材原料']",2.0,8.0,,7.0,7.0,9.0,7.0,7.0,7.0,5.0,5.0,3.0,1.0,3.0,1.0,3.0,1.0,無資料,無資料,10.0,6.0,15.0,16.0
1813,寶利徠,"['醫療器材', '醫療器材:隱型眼鏡、光學鏡片']",3.0,2.0,,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,4.0,5.0,6.0,無資料,無資料,6.0,6.0,21.0,12.0
1815,富喬,"['印刷電路板', '印刷電路板:玻璃纖維_玻纖布']",2.0,9.0,,6.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,8.0,10.0,6.0,6.0,16.0
1817,凱撒衛,"['建材營造', '建材營造:建材原料', '貿易百貨', '貿易百貨:貿易商、代理商、經銷商']",5.0,4.0,3.0,6.0,6.0,9.0,5.0,5.0,5.0,7.0,4.0,7.0,4.0,6.0,5.0,7.0,5.0,無資料,無資料,6.0,6.0,24.0,12.0
1903,士紙,"['造紙', '造紙:工業用紙']",7.0,8.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,9.0,4.0,1.0,7.0,10.0,3.0,6.0,4.0,無資料,無資料,8.0,6.0,23.0,14.0
1904,正隆,"['造紙', '造紙:工業用紙', '造紙:文化用紙', '造紙:紙漿、紙類原料', '造紙:銷售、進出口業務']",4.0,10.0,,10.0,6.0,4.0,10.0,10.0,10.0,4.0,9.0,5.0,10.0,3.0,4.0,3.0,4.0,無資料,無資料,7.0,6.0,33.0,13.0
1905,華紙,"['造紙', '造紙:文化用紙', '造紙:紙漿、紙類原料', '造紙:銷售、進出口業務']",3.0,10.0,,9.0,5.0,3.0,9.0,9.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,無資料,無資料,1.0,6.0,9.0,7.0
1906,寶隆,"['造紙', '造紙:銷售、進出口業務']",2.0,7.0,,6.0,2.0,1.0,6.0,6.0,6.0,2.0,2.0,4.0,7.0,4.0,3.0,4.0,4.0,無資料,無資料,5.0,6.0,18.0,11.0
1907,永豐餘,"['其他', '其他:文化印刷業', '造紙', '造紙:家庭用紙', '造紙:工業用紙', '造紙:文化用紙', '造紙:紙器及紙類製造印刷、加工', '造紙:銷售、進出口業務']",5.0,10.0,9.0,10.0,6.0,5.0,10.0,10.0,10.0,3.0,5.0,3.0,1.0,5.0,5.0,6.0,5.0,無資料,無資料,10.0,1.0,22.0,11.0
1909,榮成,"['造紙', '造紙:紙漿、紙類原料']",2.0,10.0,8.0,10.0,4.0,4.0,10.0,10.0,10.0,2.0,9.0,4.0,9.0,3.0,9.0,2.0,3.0,4.0,9.0,3.0,6.0,34.0,9.0
2002,中鋼,"['鋼鐵', '鋼鐵:冷熱軋鋼板捲', '鋼鐵:棒鋼盤元(捲狀條鋼)', '鋼鐵:線材盤元', '鋼鐵:鋼胚', '風力發電', '風力發電:離岸風機', '風力發電:風場營造', '風力發電:風場規劃', '風力發電:風場開發']",4.0,10.0,10.0,10.0,4.0,6.0,10.0,10.0,10.0,1.0,8.0,3.0,8.0,3.0,1.0,2.0,2.0,無資料,無資料,10.0,1.0,23.0,11.0
2002A,無資料,無資料,6.0,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,5.0,6.0,,11.0
2006,東和鋼鐵,"['鋼鐵', '鋼鐵:鋼筋', '鋼鐵:鋼胚']",8.0,9.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,3.0,9.0,7.0,9.0,6.0,9.0,9.0,10.0,無資料,無資料,1.0,10.0,46.0,11.0
2007,燁興,"['鋼鐵', '鋼鐵:棒鋼盤元(捲狀條鋼)', '鋼鐵:線材盤元', '鋼鐵:鋼筋']",1.0,9.0,4.0,7.0,3.0,2.0,7.0,7.0,7.0,1.0,7.0,2.0,7.0,1.0,7.0,1.0,6.0,無資料,無資料,2.0,6.0,30.0,8.0
2008,高興昌,"['鋼鐵', '鋼鐵:冷熱軋鋼板捲', '鋼鐵:製管']",3.0,7.0,,4.0,1.0,8.0,4.0,4.0,4.0,3.0,2.0,7.0,4.0,7.0,5.0,4.0,6.0,無資料,無資料,6.0,6.0,18.0,12.0
2009,第一銅,"['鋼鐵', '鋼鐵:冷熱軋鋼板捲']",5.0,9.0,,6.0,9.0,9.0,6.0,6.0,5.0,1.0,9.0,3.0,9.0,7.0,3.0,4.0,4.0,無資料,無資料,1.0,6.0,34.0,7.0
2010,春源,"['鋼鐵', '鋼鐵:不鏽鋼棒線', '鋼鐵:冷熱軋不鏽鋼板捲', '鋼鐵:冷熱軋鋼板捲', '鋼鐵:建築工程', '鋼鐵:棒鋼盤元(捲狀條鋼)', '鋼鐵:模具', '鋼鐵:裁剪加工', '鋼鐵:金屬製品']",2.0,9.0,9.0,9.0,4.0,6.0,9.0,9.0,9.0,2.0,9.0,5.0,10.0,4.0,10.0,5.0,10.0,無資料,無資料,9.0,6.0,43.0,15.0
2012,春雨,"['鋼鐵', '鋼鐵:模具', '鋼鐵:機械設備(如產業機械、精密機械、工具機)', '鋼鐵:線材盤元', '鋼鐵:螺絲螺帽', '鋼鐵:金屬製品', '鋼鐵:鋼線鋼纜', '風力發電', '風力發電:其他配件']",4.0,8.0,9.0,8.0,4.0,7.0,8.0,8.0,8.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,9.0,9.0,7.0,6.0,17.0,13.0
2013,中鋼構,"['鋼鐵', '鋼鐵:金屬製品', '風力發電', '風力發電:鋼材']",7.0,8.0,9.0,9.0,3.0,5.0,9.0,9.0,9.0,1.0,8.0,5.0,8.0,4.0,6.0,6.0,6.0,無資料,無資料,3.0,6.0,31.0,9.0
2014,中鴻,"['鋼鐵', '鋼鐵:冷熱軋鋼板捲', '鋼鐵:製管']",4.0,10.0,6.0,10.0,6.0,5.0,10.0,10.0,10.0,1.0,9.0,3.0,9.0,3.0,9.0,2.0,2.0,無資料,無資料,1.0,6.0,35.0,7.0
2015,豐興,"['鋼鐵', '鋼鐵:棒鋼盤元(捲狀條鋼)', '鋼鐵:金屬製品', '鋼鐵:鋼筋', '鋼鐵:鋼胚']",8.0,9.0,7.0,10.0,4.0,2.0,10.0,10.0,10.0,2.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,無資料,無資料,2.0,10.0,30.0,12.0
2017,官田鋼,"['鋼鐵', '鋼鐵:線材盤元', '鋼鐵:螺絲螺帽', '鋼鐵:金屬製品', '鋼鐵:鋼筋', '鋼鐵:鋼線鋼纜']",2.0,9.0,6.0,6.0,7.0,9.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,無資料,無資料,3.0,6.0,13.0,9.0
2020,美亞,"['建材營造', '建材營造:建材原料', '建材營造:建設業', '鋼鐵', '鋼鐵:製管']",5.0,8.0,2.0,7.0,3.0,9.0,8.0,7.0,8.0,2.0,10.0,5.0,10.0,9.0,10.0,8.0,1.0,無資料,無資料,8.0,6.0,34.0,14.0
2022,聚亨,"['鋼鐵', '鋼鐵:線材盤元', '鋼鐵:螺絲螺帽']",1.0,9.0,7.0,8.0,3.0,2.0,8.0,8.0,8.0,2.0,10.0,4.0,9.0,3.0,9.0,2.0,5.0,無資料,無資料,1.0,6.0,36.0,7.0
2023,燁輝,"['鋼鐵', '鋼鐵:冷熱軋鋼板捲']",2.0,10.0,9.0,10.0,8.0,6.0,10.0,10.0,10.0,2.0,6.0,4.0,10.0,3.0,9.0,3.0,2.0,無資料,無資料,1.0,6.0,35.0,7.0
2024,志聯,"['鋼鐵', '鋼鐵:鋼線鋼纜']",3.0,5.0,,3.0,5.0,6.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,無資料,無資料,4.0,6.0,9.0,10.0
2025,千興,"['鋼鐵', '鋼鐵:冷熱軋不鏽鋼板捲']",1.0,8.0,,2.0,1.0,1.0,2.0,4.0,2.0,1.0,6.0,2.0,6.0,3.0,2.0,3.0,2.0,無資料,無資料,3.0,6.0,17.0,9.0
2027,大成鋼,"['鋼鐵', '鋼鐵:製管']",6.0,10.0,8.0,10.0,5.0,2.0,10.0,10.0,10.0,4.0,3.0,6.0,5.0,5.0,5.0,6.0,5.0,無資料,無資料,10.0,1.0,23.0,11.0
2028,威致,"['鋼鐵', '鋼鐵:棒鋼盤元(捲狀條鋼)', '鋼鐵:線材盤元', '鋼鐵:鋼筋', '鋼鐵:鋼胚']",4.0,9.0,6.0,8.0,2.0,6.0,8.0,8.0,8.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,無資料,無資料,2.0,6.0,7.0,8.0
2029,盛餘,"['鋼鐵', '鋼鐵:冷熱軋鋼板捲']",4.0,9.0,4.0,9.0,9.0,4.0,9.0,9.0,9.0,3.0,10.0,6.0,9.0,5.0,10.0,6.0,1.0,無資料,無資料,2.0,6.0,39.0,8.0
2030,彰源,"['鋼鐵', '鋼鐵:製管']",3.0,8.0,8.0,8.0,4.0,4.0,9.0,9.0,9.0,2.0,3.0,4.0,3.0,3.0,9.0,3.0,10.0,無資料,無資料,7.0,6.0,29.0,13.0
2031,新光鋼,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '建材營造', '建材營造:基礎工程', '建材營造:結構工程', '鋼鐵', '鋼鐵:裁剪加工', '風力發電', '風力發電:其他配件', '風力發電:塔架', '風力發電:鋼材']",7.0,9.0,10.0,9.0,7.0,9.0,9.0,9.0,9.0,2.0,10.0,5.0,10.0,6.0,10.0,8.0,1.0,無資料,無資料,10.0,10.0,38.0,20.0
2032,新鋼,"['鋼鐵', '鋼鐵:裁剪加工']",3.0,6.0,2.0,6.0,5.0,7.0,6.0,6.0,6.0,1.0,7.0,3.0,3.0,3.0,4.0,3.0,5.0,無資料,無資料,2.0,6.0,24.0,8.0
2033,佳大,"['鋼鐵', '鋼鐵:鋼線鋼纜']",3.0,5.0,,2.0,4.0,9.0,2.0,2.0,2.0,2.0,8.0,3.0,8.0,3.0,9.0,3.0,2.0,無資料,無資料,8.0,6.0,31.0,14.0
2034,允強,"['鋼鐵', '鋼鐵:不鏽鋼型鋼', '鋼鐵:冷熱軋不鏽鋼板捲', '鋼鐵:裁剪加工', '鋼鐵:製管']",4.0,9.0,9.0,9.0,5.0,1.0,9.0,9.0,9.0,2.0,4.0,5.0,6.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,6.0,17.0,15.0
2035,唐榮公司,"['鋼鐵', '鋼鐵:不鏽鋼胚']",5.0,9.0,3.0,8.0,1.0,8.0,8.0,8.0,8.0,1.0,9.0,2.0,8.0,2.0,8.0,1.0,4.0,無資料,無資料,,,30.0,
2038,海光,"['鋼鐵', '鋼鐵:鋼筋']",3.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,1.0,9.0,3.0,9.0,3.0,2.0,3.0,2.0,無資料,無資料,2.0,6.0,28.0,8.0
2049,上銀,"['電機機械', '電機機械:傳動元件']",10.0,9.0,8.0,9.0,7.0,3.0,9.0,9.0,9.0,7.0,3.0,8.0,3.0,6.0,3.0,9.0,4.0,無資料,無資料,9.0,10.0,20.0,19.0
2059,川湖,"['其他', '其他:其他電子產品及電子服務產業', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",10.0,5.0,,8.0,4.0,5.0,7.0,8.0,7.0,10.0,3.0,10.0,4.0,10.0,4.0,10.0,5.0,無資料,無資料,9.0,1.0,20.0,10.0
2061,風青,"['其他', '其他:其他']",2.0,2.0,,3.0,4.0,9.0,3.0,3.0,3.0,1.0,10.0,3.0,7.0,4.0,10.0,4.0,1.0,2.0,3.0,4.0,6.0,32.0,10.0
2062,橋椿,"['其他', '其他:其他']",4.0,8.0,,8.0,8.0,6.0,8.0,8.0,8.0,3.0,5.0,6.0,4.0,5.0,4.0,6.0,5.0,無資料,無資料,3.0,6.0,26.0,9.0
2063,世鎧,"['鋼鐵', '鋼鐵:不鏽鋼棒線', '鋼鐵:螺絲螺帽']",7.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,7.0,7.0,10.0,7.0,9.0,7.0,9.0,8.0,9.0,5.0,8.0,6.0,31.0,14.0
2064,晉椿,"['鋼鐵', '鋼鐵:不鏽鋼棒線', '鋼鐵:棒鋼盤元(捲狀條鋼)', '鋼鐵:線材盤元']",2.0,4.0,,4.0,4.0,6.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,無資料,無資料,6.0,6.0,8.0,12.0
2065,世豐,"['鋼鐵', '鋼鐵:螺絲螺帽']",7.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,8.0,4.0,8.0,4.0,8.0,5.0,10.0,5.0,7.0,6.0,21.0,13.0
2066,世德,"['電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:五金元件及零配件', '電機機械:機械設備之沖壓零組件', '電機機械:車用機械傳動設備及零配件']",9.0,2.0,2.0,6.0,5.0,8.0,6.0,5.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,9.0,6.0,8.0,7.0,3.0,6.0,31.0,9.0
2067,嘉鋼,"['電機機械', '電機機械:金屬加工處理', '電機機械:鋼鑄鐵元件']",1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,8.0,3.0,9.0,2.0,9.0,3.0,2.0,無資料,無資料,,,30.0,
2069,運錩,"['鋼鐵', '鋼鐵:冷熱軋不鏽鋼板捲', '鋼鐵:裁剪加工']",2.0,7.0,8.0,8.0,3.0,8.0,9.0,8.0,9.0,1.0,4.0,3.0,8.0,2.0,8.0,1.0,4.0,9.0,9.0,4.0,6.0,27.0,10.0
2070,精湛,"['電機機械', '電機機械:專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)']",4.0,2.0,6.0,3.0,9.0,10.0,2.0,2.0,2.0,10.0,6.0,9.0,7.0,8.0,6.0,6.0,7.0,無資料,無資料,4.0,6.0,35.0,10.0
2073,雄順,"['鋼鐵', '鋼鐵:冷熱軋鋼板捲', '鋼鐵:棒鋼盤元(捲狀條鋼)', '鋼鐵:線材盤元', '鋼鐵:鋼筋']",4.0,1.0,,2.0,8.0,9.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,無資料,無資料,6.0,6.0,14.0,12.0
2101,南港,"['汽車', '汽車:輪胎']",6.0,10.0,10.0,8.0,9.0,2.0,8.0,8.0,8.0,5.0,9.0,6.0,10.0,3.0,9.0,3.0,2.0,無資料,無資料,1.0,6.0,39.0,7.0
2102,泰豐,"['汽車', '汽車:輪胎', '石化及塑橡膠', '石化及塑橡膠:橡膠製品']",3.0,9.0,5.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,9.0,無資料,無資料,1.0,6.0,17.0,7.0
2103,台橡,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",3.0,10.0,,10.0,7.0,6.0,10.0,10.0,10.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,無資料,無資料,9.0,6.0,18.0,15.0
2104,國際中橡,"['石化及塑橡膠', '石化及塑橡膠:橡塑膠添加劑']",3.0,10.0,1.0,9.0,3.0,2.0,9.0,9.0,9.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,9.0,2.0,6.0,10.0,8.0
2105,正新,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",6.0,10.0,9.0,10.0,6.0,7.0,10.0,10.0,10.0,6.0,7.0,8.0,8.0,6.0,8.0,6.0,9.0,無資料,無資料,1.0,10.0,38.0,11.0
2106,建大,"['其他', '其他:其他', '汽車', '汽車:輪胎', '石化及塑橡膠', '石化及塑橡膠:橡膠製品', '運動科技', '運動科技:運動用品', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件']",4.0,10.0,8.0,10.0,7.0,5.0,10.0,10.0,10.0,5.0,8.0,6.0,10.0,4.0,9.0,5.0,9.0,無資料,無資料,10.0,6.0,43.0,16.0
2107,厚生,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",3.0,8.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,7.0,3.0,7.0,3.0,10.0,4.0,6.0,5.0,無資料,無資料,3.0,6.0,16.0,9.0
2108,南帝,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",6.0,9.0,6.0,8.0,4.0,5.0,8.0,8.0,8.0,5.0,5.0,6.0,5.0,7.0,7.0,5.0,8.0,無資料,無資料,9.0,6.0,29.0,15.0
2109,華豐,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",2.0,8.0,6.0,7.0,4.0,4.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0,5.0,5.0,6.0,無資料,無資料,4.0,6.0,30.0,10.0
2114,鑫永銓,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",9.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,9.0,3.0,10.0,5.0,10.0,7.0,9.0,8.0,無資料,無資料,4.0,6.0,28.0,10.0
2115,六暉-KY,"['石化及塑橡膠', '石化及塑橡膠:橡膠製品']",4.0,5.0,2.0,6.0,8.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0,4.0,3.0,2.0,3.0,3.0,無資料,無資料,6.0,6.0,21.0,12.0
2201,裕隆,"['汽車', '汽車:整車組裝、修理及技術服務']",8.0,10.0,,10.0,6.0,4.0,10.0,10.0,10.0,8.0,6.0,7.0,6.0,7.0,10.0,8.0,1.0,3.0,10.0,9.0,10.0,29.0,19.0
2204,中華,"['汽車', '汽車:整車組裝、修理及技術服務', '汽車:銷售、進出口業務']",9.0,9.0,,10.0,10.0,5.0,10.0,10.0,10.0,3.0,7.0,5.0,6.0,8.0,10.0,9.0,1.0,無資料,無資料,1.0,10.0,34.0,11.0
2206,三陽工業,"['汽車', '汽車:整車組裝、修理及技術服務', '汽車:銷售、進出口業務']",8.0,10.0,9.0,10.0,8.0,3.0,10.0,10.0,10.0,5.0,8.0,7.0,8.0,6.0,8.0,9.0,9.0,無資料,無資料,2.0,1.0,41.0,3.0
2207,和泰車,"['汽車', '汽車:銷售、進出口業務', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電動車輛產業:電動汽車、電動機車、電動自行車']",10.0,9.0,10.0,10.0,7.0,7.0,10.0,10.0,10.0,,10.0,,9.0,,9.0,10.0,2.0,無資料,無資料,3.0,6.0,37.0,9.0
2208,台船,"['其他', '其他:其他', '風力發電', '風力發電:風場營造']",3.0,10.0,10.0,9.0,3.0,5.0,9.0,9.0,9.0,1.0,9.0,3.0,9.0,2.0,8.0,1.0,5.0,2.0,9.0,8.0,6.0,34.0,14.0
2211,長榮鋼,"['鋼鐵', '鋼鐵:金屬製品']",9.0,9.0,9.0,8.0,2.0,7.0,9.0,8.0,8.0,8.0,9.0,10.0,8.0,10.0,8.0,9.0,9.0,無資料,無資料,1.0,10.0,36.0,11.0
2221,大甲,"['鋼鐵', '鋼鐵:金屬製品']",5.0,2.0,,4.0,8.0,2.0,4.0,4.0,4.0,4.0,2.0,7.0,3.0,6.0,3.0,7.0,3.0,無資料,無資料,6.0,6.0,19.0,12.0
2227,裕日車,"['汽車', '汽車:整車組裝、修理及技術服務', '汽車:銷售、進出口業務']",10.0,8.0,4.0,9.0,3.0,2.0,9.0,10.0,9.0,3.0,6.0,3.0,3.0,5.0,3.0,8.0,3.0,無資料,無資料,6.0,6.0,18.0,12.0
2228,劍麟,"['汽車', '汽車:其他']",9.0,4.0,2.0,7.0,7.0,2.0,7.0,7.0,7.0,6.0,5.0,8.0,6.0,7.0,5.0,9.0,5.0,無資料,無資料,8.0,6.0,28.0,14.0
2230,泰茂,"['電機機械', '電機機械:車用機械傳動設備及零配件']",10.0,3.0,3.0,3.0,10.0,9.0,2.0,3.0,2.0,8.0,10.0,9.0,10.0,9.0,10.0,7.0,10.0,3.0,3.0,1.0,6.0,50.0,7.0
2231,為升,"['汽車', '汽車:整車組裝、修理及技術服務']",9.0,7.0,5.0,6.0,2.0,2.0,7.0,6.0,7.0,8.0,8.0,8.0,10.0,7.0,7.0,7.0,6.0,4.0,7.0,2.0,6.0,33.0,8.0
2233,宇隆,"['電機機械', '電機機械:五金元件及零配件', '電機機械:傳動元件', '電機機械:車用機械傳動設備及零配件', '電機機械:輸送機械及零配件', '電機機械:金屬加工處理']",9.0,3.0,1.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,9.0,8.0,8.0,6.0,10.0,6.0,無資料,無資料,7.0,6.0,36.0,13.0
2235,謚源,"['汽車', '汽車:其他', '電機機械', '電機機械:車用機械傳動設備及零配件']",6.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,6.0,3.0,8.0,3.0,9.0,3.0,8.0,4.0,無資料,無資料,6.0,6.0,21.0,12.0
2236,無資料,無資料,8.0,2.0,7.0,5.0,9.0,2.0,5.0,5.0,5.0,7.0,9.0,7.0,9.0,5.0,10.0,6.0,10.0,3.0,5.0,3.0,6.0,47.0,9.0
2239,英利-KY,"['汽車', '汽車:保險桿', '汽車:其他']",7.0,6.0,8.0,9.0,5.0,4.0,9.0,9.0,9.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,9.0,5.0,6.0,23.0,11.0
2241,艾姆勒,"['汽車', '汽車:保險桿', '汽車:其他', '汽車:引擎蓋', '汽車:整車組裝、修理及技術服務', '汽車:汽車零配件生產', '汽車:車燈', '汽車:輪胎', '汽車:鈑金', '汽車:銷售、進出口業務', '汽車:鋁合金鋼圈']",5.0,5.0,,3.0,10.0,5.0,3.0,3.0,3.0,1.0,10.0,2.0,8.0,2.0,8.0,1.0,4.0,無資料,無資料,9.0,6.0,40.0,15.0
2243,無資料,無資料,3.0,4.0,10.0,5.0,10.0,1.0,4.0,6.0,4.0,3.0,9.0,7.0,9.0,5.0,10.0,5.0,10.0,無資料,無資料,9.0,6.0,48.0,15.0
2247,汎德永業,"['汽車', '汽車:銷售、進出口業務']",10.0,5.0,10.0,10.0,3.0,3.0,10.0,10.0,10.0,2.0,7.0,5.0,7.0,4.0,8.0,10.0,8.0,無資料,無資料,4.0,1.0,33.0,5.0
2250,無資料,無資料,9.0,1.0,2.0,7.0,8.0,8.0,6.0,7.0,6.0,5.0,6.0,6.0,8.0,5.0,8.0,9.0,10.0,無資料,無資料,8.0,6.0,40.0,14.0
2254,巨鎧精密-創,"['汽車', '汽車:車燈', '電機機械', '電機機械:車用機械傳動設備及零配件']",8.0,3.0,2.0,2.0,6.0,1.0,2.0,3.0,,7.0,9.0,4.0,8.0,3.0,2.0,3.0,2.0,無資料,無資料,8.0,6.0,27.0,14.0
2258,無資料,無資料,6.0,10.0,7.0,4.0,10.0,1.0,3.0,4.0,,1.0,,1.0,,1.0,,1.0,5.0,無資料,無資料,3.0,6.0,,9.0
