symbol,name,category,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,A+B+C+D+E,外資+投信
1217,愛之味,"['食品', '食品:冷凍、罐頭、脫水、醃漬食品']",8,5,9,5,4.0,5,10,4,10,4,5.0,8,4.0,8,3.0,9,3.0,10,8,2,6,19.0,8
1218,泰山,"['食品', '食品:冷凍、罐頭、脫水、醃漬食品', '食品:加工食品']",8,8,6,7,2.0,2,10,9,10,6,9.0,8,10.0,7,5.0,9,7.0,5,9,1,5,33.0,6
1219,福壽,"['食品', '食品:加工食品']",8,10,3,9,1.0,2,10,9,9,9,10.0,9,8.0,8,9.0,9,2.0,7,9,2,6,30.0,8
1220,台榮,"['貿易百貨', '貿易百貨:貿易商、代理商、經銷商', '食品', '食品:加工食品', '食品:原物料']",8,6,7,9,6.0,3,10,10,8,7,10.0,7,10.0,7,10.0,8,2.0,4,5,1,6,38.0,7
1225,福懋油,"['食品', '食品:加工食品', '食品:原物料']",8,10,5,9,1.0,4,10,9,9,6,10.0,8,10.0,8,10.0,9,1.0,9,4,1,6,32.0,7
1227,佳格,"['食品', '食品:營養食品']",2,7,7,9,2.0,7,10,8,8,2,6.0,3,6.0,3,6.0,4,6.0,4,10,2,6,26.0,8
1229,聯華,"['雲端運算', '雲端運算:系統整合', '食品', '食品:加工食品']",10,10,9,10,9.0,10,10,10,10,4,9.0,2,9.0,5,8.0,7,8.0,1,8,1,6,43.0,7
1231,聯華食,"['食品', '食品:冷凍、罐頭、脫水、醃漬食品']",10,10,6,10,2.0,10,10,10,10,5,3.0,7,3.0,5,2.0,5,2.0,2,10,1,6,12.0,7
1232,大統益,"['食品', '食品:加工食品', '食品:原物料']",9,6,7,9,1.0,7,10,9,9,5,10.0,4,10.0,4,10.0,7,10.0,4,9,1,6,41.0,7
1233,天仁,"['食品', '食品:原物料', '食品:餐飲連鎖']",3,6,10,10,7.0,9,10,9,7,7,10.0,3,10.0,2,10.0,3,10.0,3,7,1,6,47.0,7
1234,黑松,"['食品', '食品:冷凍、罐頭、脫水、醃漬食品']",10,5,5,8,2.0,3,10,9,10,9,6.0,10,5.0,9,4.0,9,4.0,4,9,1,6,21.0,7
1235,興泰,"['食品', '食品:原物料']",10,10,2,5,10.0,2,5,5,3,8,3.0,8,3.0,10,4.0,10,9.0,6,2,1,6,29.0,7
1236,宏亞,"['食品', '食品:乳製品']",7,1,5,8,1.0,8,9,6,4,6,8.0,6,8.0,7,8.0,7,9.0,6,3,2,6,34.0,8
1240,茂生農經,"['其他', '其他:農業科技業']",8,10,7,9,1.0,2,10,9,9,9,10.0,9,10.0,9,10.0,10,1.0,7,8,9,6,32.0,15
1256,鮮活果汁-KY,"['食品', '食品:加工食品']",8,8,10,8,1.0,8,10,7,10,5,4.0,6,5.0,7,2.0,8,4.0,5,10,2,6,16.0,8
1258,其祥-KY,"['食品', '食品:加工食品', '食品:原物料']",3,1,6,3,5.0,5,3,3,3,1,4.0,3,5.0,4,6.0,4,2.0,3,1,5,5,22.0,10
1259,安心,"['食品', '食品:餐飲連鎖']",8,6,7,10,7.0,7,10,10,10,5,5.0,7,3.0,8,4.0,9,3.0,5,10,5,6,22.0,11
1262,無資料,無資料,4,3,6,4,5.0,6,4,4,4,4,6.0,5,6.0,5,6.0,5,6.0,4,3,5,6,29.0,11
1264,德麥,"['食品', '食品:原物料']",10,9,10,10,2.0,9,10,10,10,2,9.0,5,7.0,5,7.0,10,7.0,5,10,6,6,32.0,12
1268,漢來美食,"['食品', '食品:餐飲連鎖']",10,9,9,10,9.0,9,10,10,10,8,9.0,7,9.0,8,3.0,8,3.0,7,10,1,6,33.0,7
1301,台塑,"['石化及塑橡膠', '石化及塑橡膠:人造纖維', '石化及塑橡膠:塑膠製品', '紡織', '紡織:石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等)']",3,6,10,4,4.0,3,9,5,6,2,3.0,2,2.0,5,6.0,5,7.0,8,7,1,2,22.0,3
1303,南亞,"['印刷電路板', '印刷電路板:玻璃纖維_玻纖布', '印刷電路板:環氧樹脂', '印刷電路板:酚醛樹脂', '印刷電路板:銅箔', '印刷電路板:銅箔基板', '石化及塑橡膠', '石化及塑橡膠:人造纖維', '石化及塑橡膠:石化上游原料及相關鑽探設備', '紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:染整', '紡織:石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等)', '電機機械', '電機機械:機械設備之沖壓零組件', '電機機械:電控元件']",3,6,6,5,3.0,4,9,5,5,1,3.0,1,2.0,3,5.0,3,7.0,6,9,1,1,20.0,2
1304,台聚,"['石化及塑橡膠', '石化及塑橡膠:工業用合成樹脂']",5,8,6,6,2.0,7,9,6,6,4,3.0,3,4.0,3,8.0,4,7.0,5,3,2,5,24.0,7
1305,華夏,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",7,9,6,5,2.0,2,9,5,6,5,10.0,4,8.0,4,8.0,4,2.0,3,8,2,3,30.0,5
1307,三芳,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",5,7,8,6,6.0,4,10,7,7,7,9.0,6,9.0,10,9.0,9,9.0,3,4,1,6,42.0,7
1308,亞聚,"['石化及塑橡膠', '石化及塑橡膠:工業用合成樹脂']",5,9,6,9,2.0,9,10,8,8,6,1.0,7,2.0,4,2.0,5,2.0,7,4,1,10,9.0,11
1309,台達化,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",8,9,6,6,6.0,8,9,6,6,2,2.0,2,3.0,2,2.0,3,2.0,7,3,2,5,15.0,7
1310,台苯,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",5,6,6,2,4.0,5,7,3,2,5,8.0,5,8.0,3,8.0,3,3.0,5,6,9,5,31.0,14
1311,無資料,無資料,5,無資料,無資料,5,5.0,6,5,5,5,無資料,,無資料,,無資料,,無資料,,無資料,無資料,無資料,無資料,,無資料無資料
1312,國喬,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",3,6,6,3,5.0,6,8,3,3,4,10.0,2,8.0,2,7.0,2,4.0,5,5,2,6,34.0,8
1312A,無資料,無資料,7,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,1,6,,7
1313,聯成,"['石化及塑橡膠', '石化及塑橡膠:塑化劑(可塑劑)']",5,10,6,9,8.0,6,10,9,9,7,9.0,7,8.0,7,8.0,8,4.0,2,9,1,6,37.0,7
1314,中石化,"['石化及塑橡膠', '石化及塑橡膠:PTA(對苯二甲酸)觸媒', '石化及塑橡膠:工業用合成樹脂', '紡織', '紡織:石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等)']",3,9,9,6,10.0,9,8,4,3,4,7.0,3,7.0,2,3.0,3,4.0,3,10,1,5,31.0,6
1315,達新,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品', '紡織', '紡織:成衣及其它家居紡織類品', '電機機械', '電機機械:手工具機']",9,2,9,2,3.0,4,8,1,1,3,1.0,4,2.0,8,3.0,8,4.0,9,3,2,6,13.0,8
1316,上曜,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",6,10,9,7,2.0,2,9,7,7,7,2.0,3,3.0,2,2.0,6,4.0,8,10,1,5,13.0,6
1319,東陽,"['汽車', '汽車:保險桿', '汽車:引擎蓋', '汽車:鈑金', '石化及塑橡膠', '石化及塑橡膠:塑膠製品']",10,6,6,9,9.0,3,10,10,9,10,9.0,10,8.0,10,8.0,10,8.0,6,4,2,9,42.0,11
1321,大洋,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",9,6,4,2,2.0,1,9,6,5,7,7.0,6,8.0,8,4.0,8,5.0,5,3,1,6,26.0,7
1323,永裕,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",5,6,6,6,2.0,3,10,6,7,1,1.0,1,1.0,1,2.0,1,1.0,2,6,2,6,7.0,8
1324,地球,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",8,6,9,1,2.0,6,8,1,1,9,10.0,9,9.0,10,10.0,9,1.0,1,1,1,6,32.0,7
1325,恆大,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",9,4,6,1,5.0,10,5,1,1,1,2.0,1,2.0,9,7.0,8,7.0,2,2,2,5,23.0,7
1326,台化,"['石化及塑橡膠', '石化及塑橡膠:PTA(對苯二甲酸)觸媒', '石化及塑橡膠:人造纖維', '石化及塑橡膠:塑膠製品', '紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:染整', '紡織:石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等)', '紡織:紡紗', '紡織:織布']",2,6,6,7,5.0,5,9,7,7,4,10.0,3,9.0,5,9.0,6,9.0,3,6,1,2,42.0,3
1333,無資料,無資料,2,3,6,2,6.0,6,2,2,2,3,6.0,8,6.0,7,6.0,7,7.0,6,3,6,6,31.0,12
1336,台翰,"['平面顯示器', '平面顯示器:塑膠框', '通信網路', '通信網路:塑膠_金屬機殼', '電腦及週邊設備', '電腦及週邊設備:金屬、塑膠模具']",8,8,4,7,4.0,4,10,7,8,9,2.0,7,2.0,9,3.0,9,5.0,6,1,3,6,16.0,9
1337,再生-KY,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",5,8,6,6,8.0,9,7,5,5,5,9.0,5,7.0,3,8.0,4,6.0,3,1,2,6,38.0,8
1338,廣華-KY,"['汽車', '汽車:其他']",4,6,3,6,9.0,3,9,6,5,7,2.0,3,4.0,3,2.0,2,2.0,7,7,3,6,19.0,9
1339,昭輝,"['汽車', '汽車:保險桿', '石化及塑橡膠', '石化及塑橡膠:塑膠製品']",9,4,8,6,3.0,1,9,8,7,9,9.0,7,10.0,9,5.0,9,5.0,7,9,2,10,32.0,12
1340,勝悅-KY,"['石化及塑橡膠', '石化及塑橡膠:塑膠製品']",6,8,6,6,2.0,2,8,6,6,3,5.0,3,7.0,3,8.0,3,5.0,4,6,3,6,27.0,9
1341,無資料,無資料,8,10,9,9,2.0,10,10,8,8,8,8.0,7,2.0,7,2.0,7,2.0,10,7,1,6,16.0,7
1342,八貫,"['其他', '其他:其他', '航太週邊', '航太週邊:航空零組件']",10,10,10,10,2.0,9,10,10,9,10,8.0,10,9.0,10,9.0,10,9.0,10,9,1,5,37.0,6
1402,遠東新,"['建材營造', '建材營造:工程承攬', '建材營造:建設業', '石化及塑橡膠', '石化及塑橡膠:PTA(對苯二甲酸)觸媒', '石化及塑橡膠:塑膠製品', '紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:成衣及其它家居紡織類品', '紡織:染整', '紡織:石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等)']",5,7,9,10,7.0,8,10,10,10,4,6.0,6,9.0,5,7.0,5,5.0,5,9,2,2,34.0,4
1408,無資料,無資料,5,5,5,2,6.0,6,2,2,2,5,6.0,6,6.0,6,6.0,6,10.0,無資料,5,無資料,無資料,34.0,無資料無資料
1409,新纖,"['石化及塑橡膠', '石化及塑橡膠:人造纖維', '紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)']",8,4,6,8,7.0,7,10,7,8,3,2.0,6,2.0,3,3.0,7,3.0,8,9,2,6,17.0,8
1410,南染,"['半導體', '半導體:IC封裝測試', '石化及塑橡膠', '石化及塑橡膠:塑膠製品', '紡織', '紡織:染整']",9,3,6,2,2.0,7,6,2,2,2,2.0,1,1.0,3,2.0,2,1.0,3,8,2,6,8.0,8
1413,宏洲,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:紡紗']",8,5,4,1,2.0,1,6,2,2,2,1.0,3,2.0,3,1.0,3,10.0,6,5,1,6,16.0,7
1414,東和,"['紡織', '紡織:紡紗']",9,6,4,2,6.0,5,5,2,1,5,3.0,3,4.0,7,4.0,6,6.0,4,3,2,6,23.0,8
1416,廣豐,"['其他', '其他:其他', '建材營造', '建材營造:建設業']",5,4,6,7,9.0,5,8,7,6,6,5.0,7,5.0,9,7.0,9,9.0,4,1,2,6,35.0,8
1417,嘉裕,"['紡織', '紡織:成衣及其它家居紡織類品']",9,3,4,8,9.0,10,8,6,6,5,2.0,4,2.0,7,3.0,7,4.0,8,2,2,6,20.0,8
1418,東華,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)']",10,4,5,2,3.0,10,2,1,1,9,9.0,2,7.0,2,7.0,7,4.0,6,1,2,6,30.0,8
1419,新紡,"['紡織', '紡織:染整', '紡織:織布', '貿易百貨', '貿易百貨:貿易商、代理商、經銷商', '貿易百貨:零售通路']",10,6,1,10,6.0,1,10,10,10,8,2.0,9,4.0,8,6.0,9,6.0,9,10,1,6,24.0,7
1423,利華,"['紡織', '紡織:天然纖維產品(例如純棉、純羊毛等)']",10,1,10,1,2.0,1,3,1,1,4,8.0,3,7.0,10,9.0,10,9.0,8,1,1,6,35.0,7
1432,大魯閣,"['休閒娛樂', '休閒娛樂:娛樂服務業', '紡織', '紡織:染整']",9,3,8,9,6.0,8,10,8,10,5,6.0,10,5.0,9,6.0,9,8.0,5,5,1,6,31.0,7
1434,福懋,"['半導體', '半導體:IC封裝測試', '半導體:IC模組', '油電燃氣', '油電燃氣:加油站', '石化及塑橡膠', '石化及塑橡膠:塑膠製品', '紡織', '紡織:染整', '紡織:紡紗', '紡織:織布']",2,6,6,2,2.0,9,8,2,3,2,2.0,2,2.0,1,1.0,1,1.0,8,5,1,5,8.0,6
1435,中福,"['貿易百貨', '貿易百貨:零售通路']",10,6,5,1,5.0,6,4,1,1,4,2.0,1,7.0,2,7.0,3,5.0,6,2,1,6,26.0,7
1436,華友聯,"['建材營造', '建材營造:建設業']",10,10,9,5,2.0,1,9,9,7,10,2.0,10,2.0,6,3.0,5,5.0,6,10,1,5,14.0,6
1437,勤益控,"['半導體', '半導體:IC封裝測試']",10,7,6,4,8.0,3,8,4,5,6,8.0,8,7.0,7,7.0,10,9.0,6,5,2,6,39.0,8
1438,三地開發,"['建材營造', '建材營造:建設業']",10,3,10,2,2.0,2,10,8,9,5,9.0,7,9.0,7,6.0,2,6.0,9,10,1,6,32.0,7
1439,中和,"['紡織', '紡織:天然纖維產品(例如純棉、純羊毛等)']",7,6,10,4,8.0,7,6,3,3,10,3.0,7,2.0,8,4.0,8,5.0,4,10,2,6,22.0,8
1440,南紡,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:紡紗']",6,7,7,4,2.0,4,9,5,6,2,3.0,2,3.0,2,2.0,2,3.0,5,7,1,5,13.0,6
1441,大東,"['紡織', '紡織:紡紗']",9,2,6,1,1.0,5,7,1,1,2,7.0,3,8.0,2,8.0,2,7.0,4,3,2,6,31.0,8
1442,名軒,"['建材營造', '建材營造:建設業']",10,9,10,10,5.0,4,10,10,9,8,9.0,8,8.0,5,6.0,4,7.0,3,10,1,6,35.0,7
1443,立益,"['其他', '其他:其他']",10,6,3,4,5.0,4,8,4,2,9,4.0,9,4.0,10,9.0,10,8.0,6,1,1,6,30.0,7
1444,力麗,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)']",5,10,5,1,3.0,5,8,1,3,2,2.0,2,5.0,8,5.0,8,6.0,5,8,2,6,21.0,8
1445,大宇,"['紡織', '紡織:紡紗', '紡織:織布']",10,3,8,3,3.0,9,8,2,2,9,7.0,6,3.0,8,5.0,7,5.0,2,2,2,6,23.0,8
1446,宏和,"['紡織', '紡織:成衣及其它家居紡織類品', '紡織:織布']",9,4,10,10,10.0,10,8,10,5,2,3.0,1,4.0,2,5.0,4,7.0,3,10,5,6,29.0,11
1447,力鵬,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:染整', '紡織:紡紗', '紡織:織布']",3,3,6,9,6.0,7,10,9,10,4,8.0,5,8.0,6,9.0,6,4.0,4,7,1,6,35.0,7
1449,佳和,"['紡織', '紡織:染整', '紡織:紡紗', '紡織:織布']",10,2,6,5,8.0,5,9,6,6,10,7.0,10,10.0,9,9.0,9,9.0,10,7,10,5,43.0,15
1451,年興,"['紡織', '紡織:成衣及其它家居紡織類品', '紡織:染整', '紡織:紡紗', '紡織:織布']",3,5,6,2,9.0,4,7,1,1,2,2.0,2,2.0,4,4.0,4,4.0,10,1,2,6,21.0,8
1452,宏益,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)']",6,6,10,2,5.0,7,6,2,1,2,2.0,1,1.0,8,4.0,3,4.0,3,5,4,6,16.0,10
1453,大將,"['建材營造', '建材營造:建設業', '紡織', '紡織:紡紗']",9,10,10,10,10.0,10,8,9,5,2,3.0,2,6.0,1,1.0,4,1.0,5,10,2,6,21.0,8
1454,台富,"['紡織', '紡織:成衣及其它家居紡織類品', '紡織:紡紗', '紡織:織布']",10,3,10,2,5.0,8,7,1,2,8,3.0,5,4.0,5,4.0,5,4.0,3,3,2,6,20.0,8
1455,集盛,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)']",6,2,1,3,9.0,7,6,2,2,2,7.0,2,7.0,3,8.0,3,7.0,3,2,2,6,38.0,8
1456,怡華,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:天然纖維產品(例如純棉、純羊毛等)', '紡織:紡紗', '紡織:織布']",9,4,3,4,7.0,5,8,4,6,10,9.0,9,9.0,6,7.0,4,5.0,5,10,2,6,37.0,8
1457,宜進,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:染整', '紡織:紡紗']",9,4,3,2,3.0,2,7,2,2,4,2.0,9,7.0,2,2.0,7,8.0,7,4,3,6,22.0,9
1459,聯發,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)']",6,6,6,2,7.0,6,5,2,1,1,3.0,2,5.0,9,7.0,7,5.0,3,1,2,5,27.0,7
1460,宏遠,"['紡織', '紡織:成衣及其它家居紡織類品', '紡織:染整', '紡織:紡紗', '紡織:織布']",3,9,8,7,5.0,2,9,8,6,1,1.0,1,1.0,1,2.0,1,10.0,4,9,1,6,19.0,7
1462,無資料,無資料,5,無資料,無資料,4,6.0,5,4,4,4,無資料,,無資料,,無資料,,無資料,,無資料,無資料,無資料,無資料,,無資料無資料
1463,強盛,"['紡織', '紡織:染整']",8,5,7,2,2.0,3,6,1,1,6,5.0,4,1.0,10,4.0,7,5.0,5,6,2,6,17.0,8
1464,得力,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:染整', '紡織:紡紗', '紡織:織布']",5,10,5,9,3.0,8,10,9,8,4,2.0,2,2.0,4,2.0,4,4.0,8,8,2,6,13.0,8
1465,偉全,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:織布']",6,6,8,3,6.0,7,5,3,2,9,5.0,5,3.0,10,6.0,9,6.0,6,4,1,6,26.0,7
1466,聚隆,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)']",6,6,9,2,7.0,7,7,2,2,4,9.0,2,8.0,3,8.0,4,6.0,4,4,1,6,38.0,7
1467,南緯,"['紡織', '紡織:成衣及其它家居紡織類品', '紡織:染整']",4,8,8,5,4.0,8,8,4,5,6,3.0,6,6.0,8,10.0,7,10.0,4,1,2,6,33.0,8
1468,昶和,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:化學助劑', '紡織:成衣及其它家居紡織類品', '紡織:染整', '紡織:織布']",9,6,9,8,4.0,7,9,7,7,7,4.0,7,4.0,10,4.0,10,5.0,6,9,1,6,21.0,7
1469,無資料,無資料,3,3,6,2,6.0,6,2,2,2,4,6.0,7,6.0,7,6.0,7,6.0,6,3,6,6,30.0,12
1470,大統新創,"['紡織', '紡織:染整']",9,6,8,3,10.0,10,9,1,2,4,2.0,2,2.0,3,2.0,2,3.0,6,1,1,6,19.0,7
1471,首利,"['電腦及週邊設備', '電腦及週邊設備:機殼', '電腦及週邊設備:電源供應器']",8,4,5,2,6.0,4,3,2,2,10,10.0,7,10.0,9,9.0,9,3.0,5,1,1,5,38.0,6
1472,三洋實業,"['紡織', '紡織:人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)', '紡織:成衣及其它家居紡織類品', '紡織:染整', '紡織:織布']",10,3,10,10,7.0,9,10,10,10,8,10.0,9,9.0,10,10.0,10,2.0,6,2,2,6,38.0,8
1473,台南,"['紡織', '紡織:成衣及其它家居紡織類品']",6,1,5,6,8.0,8,8,3,3,9,7.0,10,8.0,10,7.0,10,8.0,5,3,2,6,38.0,8
1474,弘裕,"['紡織', '紡織:織布']",8,5,9,4,8.0,4,8,3,2,2,2.0,2,1.0,1,1.0,1,2.0,6,2,2,6,14.0,8
1475,業旺,"['紡織', '紡織:染整']",9,9,4,10,7.0,9,10,10,10,8,3.0,8,2.0,9,2.0,9,4.0,10,7,2,6,18.0,8
1476,儒鴻,"['紡織', '紡織:成衣及其它家居紡織類品', '紡織:織布']",9,7,6,9,4.0,4,10,9,9,10,2.0,10,2.0,10,2.0,9,2.0,7,8,3,6,12.0,9
1477,聚陽,"['紡織', '紡織:成衣及其它家居紡織類品']",10,9,6,10,9.0,9,10,10,10,10,6.0,10,5.0,10,6.0,10,7.0,4,8,8,1,33.0,9
1503,士電,"['建材營造', '建材營造:機電工程', '汽車', '汽車:其他', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:冷凍空調設備及零件', '電機機械:機電系統工程', '電機機械:車用機械傳動設備及零配件', '電機機械:輸送機械及零配件', '電腦及週邊設備', '電腦及週邊設備:安全監控系統', '風力發電', '風力發電:電力系統']",10,6,10,10,5.0,9,10,9,10,4,6.0,8,7.0,9,7.0,10,7.0,1,10,1,10,32.0,11
1504,東元,"['人工智慧', '人工智慧:移動控制', '建材營造', '建材營造:機電工程', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:傳動元件', '電機機械:冷凍空調設備及零件', '電機機械:機電系統工程', '電機機械:電控元件', '風力發電', '風力發電:監控系統', '風力發電:電力系統']",10,9,8,10,4.0,8,10,9,10,5,8.0,9,8.0,5,4.0,6,4.0,4,9,1,9,28.0,10
1506,正道,"['汽車', '汽車:其他', '電機機械', '電機機械:冷凍空調設備及零件', '電機機械:車用機械傳動設備及零配件', '電機機械:金屬加工處理']",5,10,6,6,6.0,3,9,7,6,7,8.0,10,9.0,10,4.0,9,6.0,6,1,2,6,33.0,8
1507,永大,"['電機機械', '電機機械:機電系統工程']",1,2,2,1,5.0,5,1,1,1,2,6.0,2,6.0,2,7.0,2,7.0,2,2,6,6,31.0,12
1512,瑞利,"['汽車', '汽車:其他', '電機機械', '電機機械:車用機械傳動設備及零配件']",9,2,1,2,3.0,7,5,2,2,10,9.0,3,4.0,9,10.0,9,2.0,5,5,6,5,28.0,11
1513,中興電,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '建材營造', '建材營造:建設業', '建材營造:物業管理', '智慧電網', '智慧電網:低壓AMI', '智慧電網:系統整合服務', '智慧電網:能源管理服務', '智慧電網:配電管理設施', '智慧電網:高_低壓輸電設施', '智慧電網:高壓AMI', '電機機械', '電機機械:冷凍空調設備及零件', '電機機械:機電系統工程', '電機機械:金屬加工用機械', '電機機械:金屬加工處理', '風力發電', '風力發電:風場營造', '風力發電:風場規劃']",10,10,10,10,8.0,7,10,10,10,10,8.0,8,7.0,10,7.0,9,7.0,2,10,1,6,37.0,7
1514,亞力,"['汽電共生', '汽電共生:配電系統', '電機機械', '電機機械:機電系統工程', '風力發電', '風力發電:電力系統']",10,10,10,10,9.0,6,10,10,10,9,6.0,9,7.0,10,6.0,10,7.0,2,10,2,6,35.0,8
1515,力山,"['電機機械', '電機機械:手工具機']",8,6,9,9,10.0,3,9,9,8,5,10.0,8,9.0,9,10.0,8,1.0,3,7,9,9,40.0,18
1516,川飛,"['其他', '其他:其他']",7,10,5,7,2.0,2,10,8,8,6,2.0,6,2.0,8,4.0,7,5.0,9,5,2,5,15.0,7
1517,利奇,"['電機機械', '電機機械:車用機械傳動設備及零配件']",8,2,6,3,1.0,9,7,2,3,1,1.0,1,3.0,2,2.0,2,3.0,9,8,3,6,10.0,9
1519,華城,"['智慧電網', '智慧電網:配電管理設施', '智慧電網:電網營造', '智慧電網:高_低壓輸電設施', '汽電共生', '汽電共生:變壓器', '汽電共生:配電系統', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:機電系統工程', '風力發電', '風力發電:電力系統']",10,6,10,10,9.0,8,10,10,10,10,10.0,10,9.0,10,9.0,10,9.0,1,10,2,1,46.0,3
1520,無資料,無資料,5,無資料,無資料,5,6.0,6,5,5,5,無資料,,無資料,,無資料,,無資料,,無資料,無資料,無資料,無資料,,無資料無資料
1521,大億,"['汽車', '汽車:車燈']",4,6,2,5,4.0,1,9,7,6,5,9.0,5,10.0,4,7.0,4,7.0,1,9,1,6,37.0,7
1522,堤維西,"['汽車', '汽車:車燈']",10,9,6,8,3.0,2,10,9,10,10,9.0,10,10.0,10,7.0,10,7.0,6,8,3,10,36.0,13
1522A,無資料,無資料,5,無資料,無資料,無資料,,無資料,無資料,無資料,無資料,無資料,,無資料,,無資料,,無資料,,無資料,無資料,6,6,,12
1523,無資料,無資料,5,無資料,無資料,4,5.0,6,4,4,4,無資料,,無資料,,無資料,,無資料,,5,無資料,無資料,無資料,,無資料無資料
1524,耿鼎,"['汽車', '汽車:鈑金']",10,3,6,8,8.0,3,9,8,7,10,9.0,10,8.0,10,6.0,10,7.0,7,8,1,10,38.0,11
1525,江申,"['汽車', '汽車:其他']",8,7,7,8,5.0,6,10,8,9,5,4.0,6,4.0,3,4.0,4,4.0,5,9,1,6,21.0,7
1526,日馳,"['電機機械', '電機機械:傳動元件']",7,8,6,2,1.0,4,9,4,7,9,1.0,2,1.0,2,2.0,2,2.0,10,9,3,6,7.0,9
1527,鑽全,"['電機機械', '電機機械:手工具機']",5,6,2,2,4.0,2,8,3,3,3,2.0,3,2.0,7,4.0,6,4.0,7,2,3,6,16.0,9
1528,恩德,"['印刷電路板', '印刷電路板:生產製程及檢測設備', '貿易百貨', '貿易百貨:貿易商、代理商、經銷商', '電機機械', '電機機械:專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)']",8,6,8,10,7.0,9,10,9,8,5,5.0,4,2.0,7,4.0,6,6.0,1,8,10,6,24.0,16
1529,樂士,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '電機機械', '電機機械:機電系統工程']",10,5,10,9,9.0,9,9,8,8,8,6.0,8,7.0,4,2.0,1,2.0,8,9,1,6,26.0,7
